Community	Subject	Time	Prevotella copri	Parabacteroides johnsonii	Bacteroides vulgatus	Bacteroides fragilis	Bacteroides ovatus	Bacteroides thetaiotaomicron	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides uniformis	Desulfovibrio piger	Bifidobacterium longum	Bifidobacterium adolescentis	Bifidobacterium pseudocatenulatum	Collinsella aerofaciens	Eggerthella lenta	Faecalibacterium prausnitzii	Clostridium hiranonis	Anaerostipes caccae	Blautia hydrogenotrophica	Clostridium asparagiforme	Eubacterium rectale	Roseburia intestinalis	Coprococcus comes	Dorea longicatena	Dorea formicigenerans	Butyrate	Acetate	Lactate	Succinate
BF-BO-BT-BC-BU-CA-EL-AC-ER-RI-DF	subject46	32	0	0	0	0.134208744880752	0.0451858588291978	0.245936962980808	0.173549666746969	0	0.0269766321368345	0	0	0	0	0.103860033726813	0.0359688428491127	0	0	0.339231149120694	0	0	0.174673693086003	0.0029224684814904	0	0	0.583594475226853	43.79219712	14.96073524	1.39819728	20.82460901
BF-BO-BT-BC-BU-CA-EL-AC-ER-RI-DF	subject46	48	0	0	0	0.102238257544268	0.0207671460636794	0.217522542743924	0.123537894532657	0	0.0214327597195666	0	0	0	0	0.0997089256518968	0.0163740959348242	0	0	0.303919195278078	0	0	0.120342948984399	0.00106498184941946	0	0	0.574291462299443	45.66858328	14.6485848	0.92954637	22.79118804
PJ-BF-BC-BU-BA-BP-CA-EL-AC-BH-DL	subject47	16	0	0.0118104929196007	0	0.192361706518094	0	0	0.276528437669272	0	0.0929906626428332	0	0	0.188832133921432	0.269876550852485	0.0813159225154118	0.00230779746704842	0	0	0.0161545822693389	0.000543011168717274	0	0	0	0	0.621069024220382	0	26.3964548	50.95697712	26.81351147	10.41799526
PJ-BF-BC-BU-BA-BP-CA-EL-AC-BH-DL	subject47	32	0	0.0150164038859691	0	0.208352603917821	0	0	0.435241081382386	0	0.067573817486861	0	0	0.085171165790731	0.213514492753623	0.146644569198917	0.00750820194298455	0	0	0.151571826724001	0.000938525242873069	0	0	0	0	0.63233138238573	0	29.94350728	47.16309596	24.59648596	11.83518727
PJ-BF-BC-BU-BA-BP-CA-EL-AC-BH-DL	subject47	48	0	0.00747252491790893	0	0.199623165664139	0	0	0.225853253131084	0	0.0576451922238689	0	0	0.0553576845959376	0.0629827100223753	0.136945456658821	0.0170800569552204	0	0	0.568216894778136	0.000457501525586261	0	0	0	0	0.417546392351728	0	46.79209416	33.96676728	2.52611519	13.34134374
PC-PJ-BV-BF-DP-EL-FP-CH-AC-ER-CC-DF	subject48	16	0.615415123932943	0.0232849943433097	0.0403849120641777	0.482981718605369	0	0	0	0	0	0.0145531214645685	0	0	0	0	0.00309253831122082	0.00127339812814975	0.17791190990435	0.270506145222668	0	0	0.264502982618533	0	0.0609411961328808	0	0.401848066440399	22.19800872	44.67109324	21.63353527	20.11522319
PC-PJ-BV-BF-DP-EL-FP-CH-AC-ER-CC-DF	subject48	32	0.320120431893688	0.0189700996677741	0.0155449427833149	0.300359911406423	0	0	0	0	0	0.00764073458840901	0	0	0	0	0.00342515688445921	0.000790420819490587	0.212359726836471	0.433941029900332	0	0	0.188383628645257	0	0.0371497785160576	0	0.363857050572167	23.09581528	41.6460558	20.58756013	27.06987791
PC-PJ-BV-BF-DP-EL-FP-CH-AC-ER-CC-DF	subject48	48	0.35877838185432	0.0177397989009704	0.0124902665731322	0.3318066467906	0	0	0	0	0	0.00579258739623524	0	0	0	0	0.006697679176897	0.000905091780661756	0.21323962352391	0.455442184028996	0	0	0.19712898982813	0	0.0582879106746171	0	0.406024172804864	22.77205152	37.00995236	22.40004724	30.08703907
PC-PJ-BT-BC-BU-DP-BL-BP-CA-EL-RI-CC-DF	subject49	16	0.048128087431694	0.0189267759562842	0	0	0	0.411792568306011	0.502235519125683	0	0.114101420765027	0.0101393442622951	0.0248751912568306	0	0.276466120218579	0.0223065573770492	0.00229825136612022	0	0	0	0	0	0	0.00459650273224044	0.0365016393442623	0	0.175613442622951	1.69484912	52.51124408	53.21587116	19.04229627
PC-PJ-BT-BC-BU-DP-BL-BP-CA-EL-RI-CC-DF	subject49	32	0.0253011449188897	0.0228433194124833	0	0	0	0.48028801954601	0.558070967925225	0	0.0839998011307139	0.00766263246114946	0.0115662376772067	0	0.172770675303276	0.0216866956447626	0.00130120173868576	0	0	0	0	0	0	0.00346987130316202	0.0413492996960141	0	0.265155998749964	2.31262768	48.67140676	51.94740361	18.54030569
PC-PJ-BT-BC-BU-DP-BL-BP-CA-EL-RI-CC-DF	subject49	48	0.0238360833526997	0.021849743073308	0	0	0	0.509437859891032	0.5241601466677	0	0.0462700441552405	0.00303793219201074	0.0115675110388101	0	0.117194076484107	0.00607586438402148	0.0017526531876985	0	0	0	0	0	0	0.000817904820925969	0.0196297157022233	0	0.222470111291864	2.1926332	47.57351788	55.31453654	21.16312108
PC-BF-BT-BC-BU-DP-BL-CH-BH-RI-CC	subject50	16	0.223630713446709	0	0	0.22743634135131	0	0.224131453960472	0.380462642357387	0	0.0775146315305653	0.00731081150094479	0.0595881211378377	0	0	0	0	0	0.0730079669066953	0	0.00100148102752668	0	0	0.00230340636331137	0.0293433941065318	0	0	1.39307296	48.2750664	44.61215856	21.51525039
PC-BF-BT-BC-BU-DP-BL-CH-BH-RI-CC	subject50	32	0.242523037813791	0	0	0.215402181972249	0	0.343704692299545	0.467313208346573	0	0.0867519683649331	0.00730176888041521	0.0405074321223034	0	0	0	0	0	0.190889100730855	0	0.00226007132012852	0	0	0.00312932952017795	0.0399858772022738	0	0	1.64920368	54.72584716	54.49250813	25.41522868
PC-BF-BT-BC-BU-DP-BL-CH-BH-RI-CC	subject50	48	0.125542368829927	0	0	0.207002892315047	0	0.434910577267838	0.42718489303215	0	0.0541934026532807	0.00340839010397992	0.0136335604159197	0	0	0	0	0	0.286645607744711	0	0.00113613003465997	0	0	0.00170419505198996	0.0279487988526353	0	0	1.20387448	51.52303692	58.47495569	26.93569607
PC-PJ-BV-BT-BC-BA-CA-CH-AC-ER-RI-CC-DL	subject51	16	0.250194777451054	0.0117494784990827	0.0240518736334163	0	0	0.214531654477368	0.367827791600694	0	0	0	0	0.155784261981955	0	0.0192138530749705	0	0	0.0305486440976149	0.0446480182965141	0	0	0.421737163537661	0.00124406242931463	0.00511447887607128	0.285028525471864	0	23.06659776	44.34198504	19.0064212	15.69509423
PC-PJ-BV-BT-BC-BA-CA-CH-AC-ER-RI-CC-DL	subject51	32	0.156617559891331	0.017906355478719	0.0274900386926813	0	0	0.245140528525562	0.348795628550259	0	0	0	0	0.0501882357783815	0	0.00857487445459784	0	0	0.0564932905244093	0.360144727093109	0	0	0.402262492796575	0.00277422408825224	0.00605285255618671	0.358631513954063	0	24.43172696	51.75863316	22.40645441	18.78295043
PC-PJ-BV-BT-BC-BA-CA-CH-AC-ER-RI-CC-DL	subject51	48	0.0925718374198519	0.00550350862709486	0.0100192080134291	0	0	0.24342442004458	0.255842593356999	0	0	0	0	0.0172161039103993	0	0.00479793059798013	0	0	0.0493904620380308	0.604539255345497	0	0	0.248504581854206	0.00127004045240651	0.00451569938633424	0.171314345469055	0	25.56062816	42.13534076	21.47216511	22.72741472
BF-BO-BC-BL-CA-EL-BH-CG-RI-CC-DL	subject52	16	0	0	0	0.377157813225956	0.275887667131279	0	0.465602188838986	0	0	0	0.0223114965670332	0	0	0.0307284084456146	0.00187042486190697	0	0	0	0.00253843374115947	0.0392789221000465	0	0.00200402663775747	0.0157650095503588	0.489784110267926	0	0.9903232	49.95978676	44.20675573	16.65050648
BF-BO-BC-BL-CA-EL-BH-CG-RI-CC-DL	subject52	32	0	0	0	0.316463055228432	0.231128091312619	0	0.510803635595012	0	0	0	0.0260829483346922	0	0	0.0277414016970136	0.00376921218709424	0	0	0	0.00105537941238639	0.0401044176706827	0	0.00195999033728901	0.0167353021106984	0.478991484735936	0	2.18375056	57.79141932	59.83380255	18.05984558
BF-BO-BC-BL-CA-EL-BH-CG-RI-CC-DL	subject52	48	0	0	0	0.404990661330284	0.22685382123118	0	0.640825138174195	0	0	0	0.0200526967791119	0	0	0.011933199923766	0.0039367257480465	0	0	0	0.00246045359252906	0.057820659424433	0	0.0039367257480465	0.0145166761959215	0.331054030874786	0	1.97078912	56.472591	57.12771	19.83798493
BY-BU-DP-BL-CA-EL-CH-BH-CG-CC-DF	subject53	16	0	0	0	0	0	0	0	0.439765211086944	0.252160085884781	0.017313590987675	0.0216419887345937	0	0	0.075437789303441	0.00333904969048017	0	0.234104483854777	0	0.00197869611287714	0.0654206402320004	0	0	0.078158496458647	0	0.286292593831911	1.89456544	44.12949296	40.21879511	12.06313278
BY-BU-DP-BL-CA-EL-CH-BH-CG-CC-DF	subject53	32	0	0	0	0	0	0	0	0.4205639855863	0.238241925352904	0.0145624648748719	0.0320374227247182	0	0	0.104267248504083	0.00320374227247182	0	0.258629376177725	0	0.00116499718998975	0.0620361003669543	0	0	0.0685892095606466	0	0.262415617045192	3.09133912	52.83701904	47.23850837	14.60883282
BY-BU-DP-BL-CA-EL-CH-BH-CG-CC-DF	subject53	48	0	0	0	0	0	0	0	0.481842074638314	0.148968790499616	0.00651969107884366	0.0262017773545981	0	0	0.097549340104208	0.00688873019651406	0	0.305441376391864	0	0.00196820862757545	0.0758990452008781	0	0	0.0608914544156153	0	0.336194636197731	3.25874272	51.39519968	46.88506409	17.77479588
PJ-BV-BF-BT-BC-BY-DP-CH-AC-BH-CC-DF	subject54	16	0	0.0189547448497973	0.0222174468321395	0.217668832250541	0	0.267075462268866	0.479772558165362	0.134858348603476	0	0.01072030651341	0	0	0	0	0	0	0.207414626020323	0.135635182408796	0.00108756732744739	0	0	0	0.017711810761286	0	0.349885945915931	19.17968064	30.62998128	25.32123446	17.31927809
PJ-BV-BF-BT-BC-BY-DP-CH-AC-BH-CC-DF	subject54	32	0	0.013282247520648	0.0136930386810804	0.113104499505724	0	0.196221244299882	0.277420963678689	0.109407379061832	0	0.00588800663286457	0	0	0	0	0	0	0.11063975254313	0.382857361523008	0.000273860773621608	0	0	0	0.0154731337096208	0	0.19252412385599	18.96491464	34.70632892	28.10689167	19.40495142
PJ-BV-BF-BT-BC-BY-DP-CH-AC-BH-CC-DF	subject54	48	0	0.00679466431268697	0.00929270266293953	0.108714629002992	0	0.207337183070963	0.197944558874013	0.0860324407826983	0	0.00199843068020205	0	0	0	0	0	0	0.18475491638468	0.322646633318621	0.000299764602030307	0	0	0	0.0132895640233436	0	0.219127924084155	19.29709384	31.326526	29.43884845	22.09970595
PC-PJ-BF-BT-BC-BU-DP-BL-CH-AC-BH-CG-RI-DF	subject55	16	0.539403790310255	0.0206920372917622	0	0.252693667532732	0	0.232628661674054	0.366656630495695	0	0.076027561261399	0.00783789291354628	0.010502776504152	0	0	0	0	0	0.092800652096388	0.0937411992460136	0.00125406286616741	0.0360543074023129	0	0.00188109429925111	0	0	0.317434662998624	17.3061152	42.03031612	25.89670369	19.86752665
PC-PJ-BF-BT-BC-BU-DP-BL-CH-AC-BH-CG-RI-DF	subject55	32	0.469387453874539	0.0120507721743884	0	0.117741970753041	0	0.175822741560749	0.238249692496925	0	0.0442520158534919	0.00612416290829575	0.00316085827524942	0	0	0	0	0	0.127817206505398	0.383649173158398	0.000790214568812355	0.0209406860735274	0	0.00256819734864015	0	0	0.320827114937816	18.10319344	45.18682348	24.79163196	29.05299216
PC-PJ-BF-BT-BC-BU-DP-BL-CH-AC-BH-CG-RI-DF	subject55	48	0.339876543209877	0.00783048898571774	0	0.110793088840474	0	0.182933551198257	0.207091442749939	0	0.032488198983297	0.00416515371580731	0.0021658799322198	0	0	0	0	0	0.230916122004357	0.419847494553377	0.00066642459452917	0.0199927378358751	0	0.000833030743161462	0	0	0.274233720648753	18.41040664	42.94501864	25.06092231	31.0136636
PJ-BV-BO-BT-BC-BY-BP-CA-EL-FP-AC-BH-CG	subject56	16	0	0.0218802665098961	0.0654810895551636	0	0.18174995100921	0.389053497942387	0.485997452478934	0.160508524397413	0	0	0	0	0.558665490887713	0.145815206741133	0.0044718792866941	0.000479129923574368	0	0.120261610817166	0.000958259847148736	0.036413874191652	0	0	0	0	0	27.6256872	38.64036376	19.94689136	26.23714146
PJ-BV-BO-BT-BC-BY-BP-CA-EL-FP-AC-BH-CG	subject56	32	0	0.0167611915788091	0.0423634512431438	0	0.0869371695076691	0.263758531218182	0.372061615265872	0.146061812329622	0	0	0	0	0.346275166683089	0.229131014549874	0.00884106808552567	0.00202607810293297	0	0.331171675370316	0.000920944592242257	0.0213659145400204	0	0	0	0	0	28.31971864	30.10306144	18.35188816	27.24849297
PJ-BV-BO-BT-BC-BY-BP-CA-EL-FP-AC-BH-CG	subject56	48	0	0.0115487187992371	0.0209587859689858	0	0.0516127926583188	0.243093401885176	0.2385309450756	0.0982353981811648	0	0	0	0	0.190054841473865	0.310104486275811	0.00869718329325262	0.00327926583188213	0	0.520120076291566	0.000855460651795339	0.0222419769466788	0	0	0	0	0	31.56232608	26.84050504	14.07963024	31.26035732
PJ-BC-BP-EL-FP-AC-BH-ER-RI-CC-DF	subject57	16	0	0.038163850161949	0	0	0	0	0.835887445430221	0	0	0	0	0	0.155629207153922	0	0.00346944092381355	0.00049563441768765	0	0.321914554288128	0.00148690325306295	0	0.4354148359386	0.00272598929728207	0.0830187649626813	0	0.464657266582171	36.42101336	32.9392862	23.6212902	8.04930049
PJ-BC-BP-EL-FP-AC-BH-ER-RI-CC-DF	subject57	32	0	0.0315989277980246	0	0	0	0	0.377524032113241	0	0	0	0	0	0.0709085987429356	0	0.00362858501029948	0.000755955210479058	0	0.786949374108699	0.000907146252574869	0	0.197001927850842	0.00105833729467068	0.0665240585221571	0	0.371022817303122	37.68227232	24.35392376	20.18353371	7.34536986
PJ-BC-BP-EL-FP-AC-BH-ER-RI-CC-DF	subject57	48	0	0.0224065297525013	0	0	0	0	0.297446682464455	0	0	0	0	0	0.0373068720379147	0	0.00403317535545024	0.000224065297525013	0	0.482300552922591	0.000560163243812533	0	0.115729726171669	0.00123235913638757	0.0438047656661401	0	0.413064375987362	43.73560752	19.1224942	15.12762733	8.62438006
BV-BO-BC-BU-DP-BP-EL-FP-AC-RI-DL-DF	subject58	16	0	0	0.026314898872935	0	0.161782924193299	0	0.445742164582368	0	0.0437686583294735	0.00469908908445268	0	0	0.181653358036128	0	0.00389353095568936	0.000134259688127219	0	0.0323565848386599	0	0	0	0.00161111625752663	0	0.258584159333025	0.286778693839741	16.23735432	41.22649308	42.43175075	13.71224011
BV-BO-BC-BU-DP-BP-EL-FP-AC-RI-DL-DF	subject58	32	0	0	0.0766655066699809	0	0.12852746706438	0	0.416740575026928	0	0.0522719363658961	0.010044411301682	0	0	0.136317010522827	0	0.00409975971497224	0.000204987985748612	0	0.306252050708427	0	0	0	0.00143491590024029	0	0.250905294556301	0.265254453558704	15.86196496	42.51488096	45.65597819	13.72554444
BV-BO-BC-BU-DP-BP-EL-FP-AC-RI-DL-DF	subject58	48	0	0	0.0300222586691659	0	0.088923070915339	0	0.284496641674477	0	0.0203007653858169	0.00314518900343643	0	0	0.0285926273039675	0	0.0034311152764761	9.53087576798917e-05	0	0.463677106112673	0	0	0	0.000953087576798917	0	0.129048057898573	0.16726686972821	17.12129088	41.64904232	46.12810166	15.3458829
PC-BF-BO-BU-BA-BP-CA-FP-CG-CC-DL-DF	subject59	16	0.0248475456621005	0	0	0.318677910958904	0.233935844748858	0	0	0	0.0647772260273973	0	0	0.187712899543379	0.0597860159817352	0.0110674657534247	0	0.0011935502283105	0	0	0	0.0366745433789954	0	0	0.014214098173516	0.196284760273973	0.115991381278539	0.41472696	54.95272024	47.06975531	12.03608303
PC-BF-BO-BU-BA-BP-CA-FP-CG-CC-DL-DF	subject59	32	0.0289523291150723	0	0	0.396607248151676	0.323433210867692	0	0	0	0.0642503742005715	0	0	0.0674232321857849	0.144761645575362	0.00852705583526103	0	0.000396607248151676	0	0	0	0.0319268834762099	0	0	0.0148727718056878	0.252440513448542	0.123344854175171	1.63867416	65.2522112	52.73987816	11.26604922
PC-BF-BO-BU-BA-BP-CA-FP-CG-CC-DL-DF	subject59	48	0.0348041439806413	0	0	0.4375	0.340763006654567	0	0	0	0.0547867513611615	0	0	0.0265993647912886	0.0975310042347247	0.00330837870538415	0	0.000926346037507562	0	0	0	0.0623298548094374	0	0	0.00926346037507562	0.15734649122807	0.229336811857229	1.41900256	62.52077468	59.88472601	16.39035763
BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL	subject60	16	0	0	0	0	0	0	0.341841120718324	0	0.0729995288770646	0	0.00833070058751801	0	0	0.032475612459816	0.00211797472564017	0.000423594945128035	0	0.120865757676533	0	0	0.49715926726527	0.000847189890256069	0.0163790045449507	0.603763995122492	0	37.06220448	31.8131948	14.47690446	6.76492558
BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL	subject60	32	0	0	0	0	0	0	0.22336138579143	0	0.0676945087313276	0	0.00930037169506978	0	0	0.0882772985482853	0.0111299530121327	0.00137218598779718	0	0.580129742618697	0	0	0.246841012693737	0.00137218598779718	0.0121972087804194	0.207047619047619	0	44.18220984	29.59939548	6.48711895	8.74292394
BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL	subject60	48	0	0	0	0	0	0	0.184252297410192	0	0.0264456238635805	0	0.0080203941225613	0	0	0.0821548479040739	0.0214599734630694	0.00108383704358937	0	0.552865275934935	0	0	0.278654503906826	0.000433534817435746	0.0175581601061477	0.297079733647845	0	49.125764	25.67435172	3.18149782	7.94510523
PC-PJ-BV-BF-BC-BY-BU-DP-BL-BA-BP-CA-FP-BH-ER-RI-CC-DL-DF	subject61	16	0.0175627282073097	0.0121694494664823	0.0389975539721366	0.213241944060406	0	0	0.32290527845723	0.117822397107306	0.0609855365308944	0.00525498954234464	0.00981853309227552	0.150735226346202	0.0732932751958595	0.0138289198482754	0	0.000691445992413769	0	0	0.000829735190896523	0	0.0616769825233082	0.00207433797724131	0.00815906271048247	0.0997065121060654	0.0898879790137899	0.92889808	50.68101952	46.16085354	12.37388257
PC-PJ-BV-BF-BC-BY-BU-DP-BL-BA-BP-CA-FP-BH-ER-RI-CC-DL-DF	subject61	32	0.0158094613310008	0.0177340914060792	0.0422043880749326	0.241541074422334	0	0	0.331173846490269	0.120151906115606	0.0483906990305416	0.00439915445732196	0.0122351483344267	0.0526523799110722	0.0925197171805525	0.0072860995699395	0	0.000687367883956557	0	0	0.00151220934470442	0	0.0669496318973686	0.000549894307165245	0.00742357314673081	0.0745106786208907	0.11740243457978	2.07398192	59.4970138	51.12721907	13.67614613
PC-PJ-BV-BF-BC-BY-BU-DP-BL-BA-BP-CA-FP-BH-ER-RI-CC-DL-DF	subject61	48	0.0168447421445298	0.0118799760387736	0.0131211675652127	0.206481076076894	0	0	0.348686162391766	0.119331699613353	0.0312957577737842	0.00212775690246692	0.00558536186897566	0.016756085606927	0.0304091923977564	0.00257103959048086	0	0.000177313075205576	0	0	0.000886565376027882	0	0.0769538746392202	0.000886565376027882	0.00531939225616729	0.049381691444753	0.146637913195012	2.2748896	57.86552284	50.62089682	15.90120013
PC-PJ-BV-BO-BC-BY-BU-BP-EL-FP-AC-BH-CG-ER	subject62	16	0.325571938668347	0.023452215921025	0.0967650253548174	0	0.158844420439884	0	0.543342515077865	0.130465268400996	0.0512401356257689	0	0	0	0.163574279113031	0	0.00137954211300147	0.000788309778857983	0	0.199836528940499	0	0.0327148558226063	0.460964143187206	0	0	0	0	27.34492336	39.02568	19.65877647	24.68229167
PC-PJ-BV-BO-BC-BY-BU-BP-EL-FP-AC-BH-CG-ER	subject62	32	0.0816406175610419	0.0192212133578181	0.0499355233625791	0	0.120677514792899	0	0.426235360130586	0.142276610215602	0.0469631707814732	0	0	0	0.0925392436917636	0	0.00257603890362511	0.000396313677480786	0	0.678885329524587	0.000396313677480786	0.0259585458749915	0.254037067265184	0	0	0	0	28.9304308	29.442812	16.89358733	26.87886709
PC-PJ-BV-BO-BC-BY-BU-BP-EL-FP-AC-BH-CG-ER	subject62	48	0.132261239916512	0.0144364528685057	0.0487048005866757	0	0.0777235290799346	0	0.36455689061883	0.137948327410165	0.029602019518249	0	0	0	0.0720364415862808	0	0.0040830371749309	0.000291645512495064	0	0.614059626558357	0.000583291024990128	0.0434551813617645	0.183445027359395	0	0	0	0	32.80726808	25.28251872	14.04004825	28.29793656
PC-BV-BF-BY-BU-EL-FP-CH-AC-ER-DF	subject63	16	0.787667416572928	0	0.0417491563554556	0.399293213348331	0	0	0	0.166568428946382	0.0957019122609674	0	0	0	0	0	0.000642294713160855	0.000642294713160855	0.0918481439820023	0.231440194975628	0	0	0.223090363704537	0	0	0	0.434833520809899	28.76135112	35.59840008	12.28203507	30.72382223
PC-BV-BF-BY-BU-EL-FP-CH-AC-ER-DF	subject63	32	0.304693045830091	0	0.0111966951946945	0.237751102219258	0	0	0	0.146748175317698	0.083856100181542	0	0	0	0	0	0.000238227557333926	0.000714682672001778	0.160327146085732	0.578416509206773	0	0	0.157706642955059	0	0	0	0.461446778555815	27.62634128	32.68439184	11.42920624	32.95573009
PC-BV-BF-BY-BU-EL-FP-CH-AC-ER-DF	subject63	48	0.344178565927295	0	0.0112414125077018	0.287493145409735	0	0	0	0.160249922982132	0.0727104128157733	0	0	0	0	0	0.00406604282193469	0.00095671595810228	0.170534619531731	0.3881875	0	0	0.144464109673444	0	0	0	0.486011706715958	28.42469848	30.0191946	10.64239686	35.99038782
PC-BF-BO-BT-BC-BY-DP-BL-BP-CA-FP-CH-AC-BH-ER-RI-DL-DF	subject64	16	0.131531050434957	0	0	0.148796148237542	0.138779755619249	0.13429873786896	0.26530260974506	0.0778906320712023	0	0.00606255342686177	0.0067215266254337	0	0.0780224267109167	0.0313671242520239	0	0.00105435711771509	0.0293902046563081	0.0159471514054407	0.000395383919143159	0	0.223391914315885	0.00210871423543018	0	0.339107607985116	0.116638256147232	19.5605888	45.50596348	32.41479527	15.30427718
PC-BF-BO-BT-BC-BY-DP-BL-BP-CA-FP-CH-AC-BH-ER-RI-DL-DF	subject64	32	0.106934772778657	0	0	0.1422025020725	0.129000678272666	0.155404325872334	0.210474790865928	0.0748732006933454	0	0.00452633958851458	0.00603511945135278	0	0.101088250810159	0.0113158489712865	0	0.00132018237998342	0.0418686411937599	0.195009797271837	0.000754389931419097	0	0.174075476674957	0.000565792448564323	0	0.209343205968799	0.102974225638707	19.28122656	48.95213964	35.92655884	17.25907119
PC-BF-BO-BT-BC-BY-DP-BL-BP-CA-FP-CH-AC-BH-ER-RI-DL-DF	subject64	48	0.0715688305709024	0	0	0.139677190213102	0.152260720862931	0.169877663772691	0.231065081557485	0.0817929492238884	0	0.00235941199684294	0.00346047092870297	0	0.0190325901078663	0.0124262365167061	0	0.000157294133122862	0.0729844777690082	0.268029202841358	0.000471882399368587	0	0.129924953959484	0.00110105893186004	0	0.12473424756643	0.113409069981584	19.09550288	45.82366144	36.55860186	19.60339291
BF-BC-BY-BA-CA-EL-FP-CH-AC-BH-ER-CC-DL-DF	subject65	16	0	0	0	0.158661917611081	0	0	0.338587803561792	0.118791976974276	0	0	0	0.0915986328476345	0	0.0171747436589315	0.000408922468069797	0.000204461234034898	0.0355762547220723	0.124312430293218	0.000613383702104695	0	0.346152869221083	0	0.00695168195718654	0.551023025724051	0.103048461953589	25.63802568	59.685464	22.14417596	13.5931722
BF-BC-BY-BA-CA-EL-FP-CH-AC-BH-ER-CC-DL-DF	subject65	32	0	0	0	0.126627673545966	0	0	0.277241400875547	0.0749174796747968	0	0	0	0.0378481238273921	0	0.0356675734834271	0.000934521575984991	0.000623014383989994	0.0556040337711069	0.45698105065666	0.000311507191994997	0	0.197651313320826	0	0.00513986866791745	0.235499437148218	0.155130581613508	27.37300208	41.15194828	21.36678998	14.47412695
BF-BC-BY-BA-CA-EL-FP-CH-AC-BH-ER-CC-DL-DF	subject65	48	0	0	0	0.153531549325688	0	0	0.219147244345333	0.0833273441648083	0	0	0	0.0234014017202931	0	0.0493723691196772	0.00137655304237018	0.000642391419772751	0.0562551343315281	0.406633768716152	0.000183540405649358	0	0.114712753530848	0	0.00541444196665605	0.145822852288415	0.180420218753318	28.44683208	36.78762604	23.73217468	20.582903
BV-BO-BT-BY-BL-BA-BP-EL-FP-AC-BH-DL-DF	subject66	16	0	0	0.0324898124683223	0	0.135712654164555	0.261949113025849	0	0.118452441290759	0	0	0.0194600439263389	0.158387835783071	0.0932389930731542	0	0.0027074843723602	0.000338435546545025	0	0.0835935799966211	0	0	0	0	0	0.441150734921439	0.319652373711776	21.38343968	48.45826064	31.17420095	14.57282178
BV-BO-BT-BY-BL-BA-BP-EL-FP-AC-BH-DL-DF	subject66	32	0	0	0.0904314992025518	0	0.118181937799043	0.276728149920255	0	0.119540350877193	0	0	0.00485147527910686	0.0632632376395534	0.0813107256778309	0	0.00310494417862839	0.000388118022328549	0	0.335916148325359	0.000970295055821371	0	0	0	0	0.286237041467305	0.241215350877193	21.2879148	43.13432776	29.60274512	14.07976233
BV-BO-BT-BY-BL-BA-BP-EL-FP-AC-BH-DL-DF	subject66	48	0	0	0.0248604178522071	0	0.0785445085765385	0.234312440722976	0	0.0965593041216161	0	0	0.00252207137631087	0.0282231796872883	0.0266618974067149	0	0.00288236728721242	0	0	0.441722786765304	0.000240197273934368	0	0	0	0	0.217138335636669	0.323185432078693	20.67110568	31.98301668	22.82764329	14.12608055
PC-PJ-BV-BF-BY-BU-BA-EL-FP-CH-AC-CG-RI	subject67	16	0.988882362289819	0.0163807889132577	0.0668163758303932	0.455644575824036	0	0	0	0.161868058866533	0.0885855821493277	0	0	0.217260989796891	0	0	0.000215536696227075	0.0017242935698166	0.122640380153206	0.0961293665172753	0	0.0398742888020088	0	0.00280197705095197	0	0	0	27.724354	34.51369444	13.83075231	28.11259582
PC-PJ-BV-BF-BY-BU-BA-EL-FP-CH-AC-CG-RI	subject67	32	0.701723020735155	0.0203852497643732	0.0316232720703739	0.338970114671693	0	0	0	0.200977654728244	0.0951311655670751	0	0	0.0687348806157713	0	0	0	0.00287484291548853	0.128583883129123	0.585422557335847	0	0.0407704995287465	0	0.00235214420358153	0	0	0	27.77576936	39.0649618	13.0004877	33.202224
PC-PJ-BV-BF-BY-BU-BA-EL-FP-CH-AC-CG-RI	subject67	48	0.398038766942545	0.0148213026268442	0.0142872016312822	0.355043636799808	0	0	0	0.188537651433369	0.0651603214585582	0	0	0.0548788772939906	0	0	0.000534100995561953	0.00160230298668586	0.121107400743673	0.583104761904762	0	0.0554129782895526	0	0.00240345448002879	0	0	0	30.66306536	30.7933652	11.23758845	38.09345216
PC-PJ-BV-BO-BT-BY-BA-BP-EL-FP-CH-CG-DL	subject68	16	0.0955752139979859	0.00862641616314199	0.038476554632427	0	0.19251970040282	0.262078738670695	0	0.118442063192346	0	0	0	0.0985876132930514	0.0947536505538771	0	0.00109541792547835	0.000410781722054381	0.111869555639476	0	0	0.0357380098187311	0	0	0	0.389968781470292	0	0.2882968	55.20046744	45.46739889	18.52065268
PC-PJ-BV-BO-BT-BY-BA-BP-EL-FP-CH-CG-DL	subject68	32	0.094249692496925	0.015990159901599	0.0329028290282903	0	0.27460024600246	0.346248462484625	0	0.153444034440344	0	0	0	0.0624231242312423	0.125	0	0.00199876998769988	0.000461254612546125	0.0636531365313653	0	0	0.0370541205412054	0	0	0	0.375	0	0.67634144	62.31156856	54.89961756	19.87302708
